Fiscal Year,Eff. Date,Job Code,Title,Union Code,SetID,Grade,Biweekly Min,Biweekly Max,Extended Range,Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 7,Step 8,Step 9,Step 10,Step 11,Step 12,Step 13,Step 14,Step 15,Step 16,Step 17,Step 18,Step 19,Step 20
FY13-14,7/1/2013,1362,Special Assistant 3,21,COMMN,6005,1710,2079,0,21.375,22.45,23.575,24.75,25.9875,,,,,,,,,,,,,,,
FY13-14,7/1/2013,5380,"StdntDsgnTrain1, Arch/Eng/Plng",21,SFMTA,5380Y (SFMTA),1911,1911,,23.8875,,,,,,,,,,,,,,,,,,,
FY15-16,7/1/2015,2907,Eligibility Worker Supervisor,535,SFMTA,6930,2685,3263,,33.5625,35.2375,37,38.85,40.7875,,,,,,,,,,,,,,,
FY13-14,7/1/2013,H018,Coord of Community Service,798,COMMN,H18Y0,5013,5013,0,62.6625,,,,,,,,,,,,,,,,,,,
FY15-16,10/10/2015,1762,Senior Offset Machine Operator,790,SFMTA,6355,2028,2466,,25.35,26.625,27.95,29.35,30.825,,,,,,,,,,,,,,,
FY13-14,1/4/2014,6116,Sprv Wastewater Cont Inspector,21,SFMTA,7485,3520,4278,,44,46.2125,48.5125,50.9375,53.475,,,,,,,,,,,,,,,
FY14-15,7/1/2014,2283,Post M.D. 6,981,COMMN,2283C,2759,2759,,34.4885,,,,,,,,,,,,,,,,,,,
FY14-15,10/11/2014,2114,Medical Records Tech Sprv,790,COMMN,6890,2632,3199,,32.9,34.55,36.275,38.0875,39.9875,,,,,,,,,,,,,,,
FY15-16,10/10/2015,1002,IS Operator-Journey,21,SFMTA,6320,1994,2424,,24.925,26.175,27.4875,28.8625,30.3,,,,,,,,,,,,,,,
FY13-14,7/1/2013,5277,Planner 1,21,SFMTA,6525,2204,2679,,27.55,28.925,30.375,31.8875,33.4875,,,,,,,,,,,,,,,
FY13-14,1/4/2014,1003,IS Operator-Senior,21,COMMN,6455,2130,2589,0,26.625,27.95,29.35,30.825,32.3625,,,,,,,,,,,,,,,
FY14-15,7/1/2014,1441,Sr Medical Transcriber Typist,790,SFMTA,6410,2084,2533,,26.05,27.35,28.7125,30.15,31.6625,,,,,,,,,,,,,,,
FY14-15,10/11/2014,3233,Marina Associate Manager,351,COMMN,3233D,2199,2672,6,27.4875,28.8625,30.3,31.8125,33.4,35.075,36.825,,,,,,,,,,,,,
FY13-14,7/1/2013,7246,Sewer Repair Supervisor,261,COMMN,7275,3179,3862,0,39.7375,41.7125,43.7875,45.9875,48.275,,,,,,,,,,,,,,,
FY13-14,7/1/2013,1705,Communications Dispatcher 2,790,SFMTA,6290,1965,2388,,24.5625,25.7875,27.075,28.425,29.85,,,,,,,,,,,,,,,
FY13-14,3/29/2014,8560,Assistant Counselor (SFERS),790,COMMN,6180,1862,2264,0,23.275,24.4375,25.6625,26.95,28.3,,,,,,,,,,,,,,,
FY15-16,10/10/2015,6333,Senior Building Inspector,930,SFMTA,7765,4036,4905,,50.45,52.975,55.6125,58.4,61.3125,,,,,,,,,,,,,,,
FY15-16,7/1/2015,5312,Survey Assistant II,21,SFMTA,6915,2666,3241,,33.325,35,36.75,38.5875,40.5125,,,,,,,,,,,,,,,
FY13-14,3/29/2014,7484,Sr Power Generation Tech,6,SFMTA,7425,3418,4155,,42.725,44.8625,47.1125,49.4625,51.9375,,,,,,,,,,,,,,,
FY13-14,1/4/2014,1762,Senior Offset Machine Operator,790,SFMTA,6210,1890,2297,,23.625,24.8125,26.05,27.35,28.7125,,,,,,,,,,,,,,,
FY13-14,7/1/2013,2554,Therapy Aide,250,SFMTA,6590,2274,2764,,28.425,29.85,31.3375,32.9,34.55,,,,,,,,,,,,,,,
FY13-14,7/1/2013,7348,Steamfitter,38,COMMN,7170,3018,3668,0,37.725,39.6125,41.5875,43.6625,45.85,,,,,,,,,,,,,,,
FY14-15,7/1/2014,7212,Automotive Trnst Equip Sprv,351,SFMTA-Negotiated,8095,4739,5760,,59.2375,62.2,65.3125,68.575,72,,,,,,,,,,,,,,,
FY14-15,10/11/2014,2408,Senior Pharmacy Helper,250,COMMN,6600,2287,2779,,28.5875,30.0125,31.5125,33.0875,34.7375,,,,,,,,,,,,,,,
FY14-15,10/11/2014,5209,Industrial Engineer,21,COMMN,7575,3679,4471,,45.9875,48.275,50.7,53.225,55.8875,,,,,,,,,,,,,,,
FY14-15,7/1/2014,2935,"Sr Marriage, Fam & Cld Cnslr",790,SFMTA,7140,2977,3618,,37.2125,39.075,41.025,43.075,45.225,,,,,,,,,,,,,,,
FY14-15,10/11/2014,2992,Contract Compliance Officer 1,21,COMMN,7235,3117,3788,,38.9625,40.9125,42.95,45.1,47.35,,,,,,,,,,,,,,,
FY14-15,10/11/2014,8207,Bldg & Grounds Patrol Officer,790,SFMTA,6310,1985,2412,,24.8125,26.05,27.35,28.7125,30.15,,,,,,,,,,,,,,,
FY15-16,10/10/2015,5241,Engineer,21,SFMTA,7940,4397,5345,,54.9625,57.7125,60.6,63.625,66.8125,,,,,,,,,,,,,,,
FY13-14,7/1/2013,6242,Plumbing Inspector,38,SFMTA,7400,3378,4106,,42.225,44.3375,46.55,48.875,51.325,,,,,,,,,,,,,,,
FY14-15,7/1/2014,7243,Parking Meter Repairer Sprv 1,790,COMMN,6870,2607,3169,,32.5875,34.2125,35.925,37.725,39.6125,,,,,,,,,,,,,,,
FY13-14,3/29/2014,1011,IS Technician Assistant,21,COMMN,5945,1662,2019,0,20.775,21.8,22.8875,24.0375,25.2375,,,,,,,,,,,,,,,
FY13-14,7/1/2013,1721,Senior Data Entry Operator,790,COMMN,6020,1723,2094,0,21.5375,22.6125,23.7375,24.925,26.175,,,,,,,,,,,,,,,
FY14-15,10/11/2014,3502,Musm Exhibit Packer & Repairer,790,COMMN,6130,1818,2209,,22.725,23.8625,25.05,26.3,27.6125,,,,,,,,,,,,,,,
FY14-15,7/1/2014,8554,Asst Chf DA Invstgtor (SFERS),419,COMMN,8554C,3618,4617,,45.225,47.4875,49.8625,52.35,54.9625,57.7125,,,,,,,,,,,,,,
FY14-15,10/11/2014,7382,Automotive Mechanic Asst Sprv,130,SFMTA-Negotiated,7382D,3738,3738,,46.725,,,,,,,,,,,,,,,,,,,
FY13-14,1/4/2014,6334,Chief Building Inspector,929,COMMN,7820,4145,5039,0,51.8125,54.4,57.125,59.9875,62.9875,,,,,,,,,,,,,,,
FY13-14,7/1/2013,1822,Administrative Analyst,790,COMMN,6860,2596,3155,0,32.45,34.075,35.775,37.5625,39.4375,,,,,,,,,,,,,,,
FY14-15,10/11/2014,8564,"Counselor,Log Cabin Rnch SFERS",790,COMMN,6655,2348,2855,,29.35,30.825,32.3625,33.9875,35.6875,,,,,,,,,,,,,,,
FY13-14,3/29/2014,1220,Payroll Clerk,790,SFMTA,6440,2115,2571,,26.4375,27.7625,29.15,30.6125,32.1375,,,,,,,,,,,,,,,
FY14-15,10/11/2014,9702,Employment & Training Spec 1,535,SFMTA,6520,2199,2672,,27.4875,28.8625,30.3,31.8125,33.4,,,,,,,,,,,,,,,
FY14-15,10/11/2014,8159,Child Support Officer III,790,SFMTA,7110,2933,3566,,36.6625,38.5,40.425,42.45,44.575,,,,,,,,,,,,,,,
FY14-15,10/11/2014,1004,IS Operator-Analyst,21,COMMN,6725,2430,2953,,30.375,31.8875,33.4875,35.1625,36.9125,,,,,,,,,,,,,,,
FY12-13,7/1/2012,1827,Administrative Services Mgr,21,SFMTA,7195,3056,3714,,38.2,40.1,42.1125,44.2125,46.425,,,,,,,,,,,,,,,
FY13-14,1/4/2014,2738,Porter Assistant Supervisor,250,SFMTA,6200,1881,2287,,23.5125,24.6875,25.925,27.225,28.5875,,,,,,,,,,,,,,,
FY13-14,3/29/2014,5218,Structural Engineer,21,SFMTA,8015,4561,5544,,57.0125,59.8625,62.8625,66,69.3,,,,,,,,,,,,,,,
FY15-16,10/10/2015,5265,Architectural Associate 1,21,SFMTA,7330,3263,3966,,40.7875,42.825,44.9625,47.2125,49.575,,,,,,,,,,,,,,,
FY14-15,7/1/2014,8113,Court Clerk,790,SFMTA,6960,2726,3313,,34.075,35.775,37.5625,39.4375,41.4125,,,,,,,,,,,,,,,
FY14-15,7/1/2014,190,Bookbinder,221,COMMN,0190C,3293,3293,,41.1625,,,,,,,,,,,,,,,,,,,
FY14-15,7/1/2014,1480,Principal Water Services Clerk,790,SFMTA,6650,2342,2847,,29.275,30.7375,32.275,33.8875,35.5875,,,,,,,,,,,,,,,
FY14-15,7/1/2014,8152,"SrClaimsInvstgtor,Cty Atty Ofc",22,COMMN,7495,3537,4299,,44.2125,46.425,48.7375,51.175,53.7375,,,,,,,,,,,,,,,
FY14-15,7/1/2014,3524,Principal Museum Preparator,790,COMMN,6610,2297,2793,,28.7125,30.15,31.6625,33.25,34.9125,,,,,,,,,,,,,,,
FY13-14,1/4/2014,8604,Emergency Services Coord IV,21,COMMN,7645,3807,4627,0,47.5875,49.975,52.4625,55.0875,57.8375,,,,,,,,,,,,,,,
FY13-14,3/29/2014,7416,Book Repairer,790,SFMTA,6110,1800,2188,,22.5,23.625,24.8125,26.05,27.35,,,,,,,,,,,,,,,
FY12-13,7/1/2012,7255,Power House Electrician Sprv 1,6,SFMTA,7230,3108,3777,,38.85,40.7875,42.825,44.9625,47.2125,,,,,,,,,,,,,,,
FY13-14,7/1/2013,885,Mayoral Staff V,2,COMMN,6210,1890,2297,0,23.625,24.8125,26.05,27.35,28.7125,,,,,,,,,,,,,,,
FY15-16,7/1/2015,H003,EMT/Paramedic/Firefighter,798,Suppression,H3G00,2587,5036,,26.5606,27.885,30.7084,33.768,35.3901,37.1561,40.8522,44.9487,46.8994,49.2402,51.7043,,,,,,,,,
FY15-16,10/10/2015,1686,Auditor III,21,SFMTA,1686H,3777,4591,6,47.2125,49.575,52.05,54.65,57.3875,58.85,60.2625,61.7875,,,,,,,,,,,,
FY14-15,7/1/2014,3632,Librarian 2,790,SFMTA,7060,2862,3479,,35.775,37.5625,39.4375,41.4125,43.4875,,,,,,,,,,,,,,,
FY14-15,10/11/2014,5276,City Planning Intern,21,COMMN,6235,1914,2326,,23.925,25.1125,26.375,27.6875,29.075,,,,,,,,,,,,,,,
FY14-15,7/1/2014,8415,"Sr Sprv Prob Ofc, Juv Prob",351,COMMN,7605,3734,4539,,46.675,49.0125,51.4625,54.0375,56.7375,,,,,,,,,,,,,,,
FY13-14,7/1/2013,7220,Asphalt Finisher Supervisor 1,261,COMMN,6975,2745,3337,0,34.3125,36.025,37.8375,39.725,41.7125,,,,,,,,,,,,,,,
FY14-15,10/11/2014,5408,Coord of Citizen Involvement,21,COMMN,7490,3527,4286,,44.0875,46.3,48.6,51.025,53.575,,,,,,,,,,,,,,,
FY14-15,10/11/2014,9704,Employment & Training Spec 3,535,COMMN,6890,2632,3199,,32.9,34.55,36.275,38.0875,39.9875,,,,,,,,,,,,,,,
FY14-15,7/1/2014,7457,Sign Worker,21,SFMTA,6395,2069,2514,,25.8625,27.15,28.5125,29.9375,31.425,,,,,,,,,,,,,,,
FY13-14,3/29/2014,2626,Chief Dietitian,790,COMMN,7050,2847,3460,0,35.5875,37.3625,39.225,41.1875,43.25,,,,,,,,,,,,,,,
FY14-15,10/11/2014,1363,Special Assistant 4,21,SFMTA,6255,1932,2348,,24.15,25.35,26.625,27.95,29.35,,,,,,,,,,,,,,,
FY14-15,7/1/2014,1464,Medical Clerk Stenographer,790,COMMN,6630,2319,2819,,28.9875,30.4375,31.9625,33.5625,35.2375,,,,,,,,,,,,,,,
FY13-14,1/4/2014,8149,Asst Chf Dist Atty's Invstgtor,419,SFMTA,8149A (SFMTA),3581,4570,,44.7625,47,49.35,51.8125,54.4,57.125,,,,,,,,,,,,,,
FY14-15,10/11/2014,1437,Shelter Office Asst Supv,790,COMMN,6250,1927,2342,,24.0875,25.2875,26.55,27.875,29.275,,,,,,,,,,,,,,,
FY14-15,10/11/2014,1650,Accountant I,21,SFMTA,6615,2303,2800,,28.7875,30.225,31.7375,33.325,35,,,,,,,,,,,,,,,
FY14-15,7/1/2014,1806,Senior Statistician,21,COMMN,1806C,3147,3826,6,39.3375,41.3,43.375,45.5375,47.825,49.0125,50.2125,51.4625,,,,,,,,,,,,
FY14-15,7/1/2014,7334,Stationary Engineer,39,COMMN,7334C,2981,2981,,37.2625,,,,,,,,,,,,,,,,,,,
FY14-15,7/1/2014,9236,Airport Ground Transport Tech,790,COMMN,6205,1886,2292,,23.575,24.75,25.9875,27.3875,28.65,,,,,,,,,,,,,,,
FY13-14,3/29/2014,5120,Architectural Administrator,21,SFMTA,7555,3643,4428,,45.5375,47.825,50.2125,52.725,55.35,,,,,,,,,,,,,,,
FY12-13,7/1/2012,1802,Research Assistant,790,SFMTA,6470,2145,2607,,26.8125,28.15,29.5625,31.0375,32.5875,,,,,,,,,,,,,,,
FY15-16,10/10/2015,2909,Hospital Elig Wrk Supervisor,535,SFMTA,7195,3056,3714,,38.2,40.1,42.1125,44.2125,46.425,,,,,,,,,,,,,,,
FY13-14,7/1/2013,Q037,Assistant Inspector 3,911,COMMN,Q37Y0,5307,5307,0,66.3375,,,,,,,,,,,,,,,,,,,
FY13-14,3/29/2014,1551,"Secretary, Health Commission",22,COMMN,7575,3679,4471,0,45.9875,48.275,50.7,53.225,55.8875,,,,,,,,,,,,,,,
FY13-14,1/4/2014,8109,Document Examiner Technician,790,COMMN,6480,2156,2621,0,26.95,28.3,29.7125,31.2,32.7625,,,,,,,,,,,,,,,
FY14-15,7/1/2014,1379,Special Assistant 20,351,COMMN,8545,5905,7178,,73.8125,77.5125,81.375,85.45,89.725,,,,,,,,,,,,,,,
FY15-16,7/1/2015,1441,Sr Medical Transcriber Typist,790,SFMTA,6470,2145,2607,,26.8125,28.15,29.5625,31.0375,32.5875,,,,,,,,,,,,,,,
FY13-14,3/29/2014,2302,Nursing Assistant,250,COMMN,6470,2145,2607,0,26.8125,28.15,29.5625,31.0375,32.5875,,,,,,,,,,,,,,,
FY13-14,1/4/2014,2652,Baker,250,COMMN,6440,2115,2571,0,26.4375,27.7625,29.15,30.6125,32.1375,,,,,,,,,,,,,,,
FY13-14,7/1/2013,5278,Planner 2,21,COMMN,6925,2679,3256,0,33.4875,35.1625,36.9125,38.7625,40.7,,,,,,,,,,,,,,,
FY14-15,7/1/2014,881,Mayoral Staff I,2,COMMN,5650,1443,1748,,18.0375,18.9125,19.85,20.825,21.85,,,,,,,,,,,,,,,
FY14-15,7/1/2014,9247,Airport Emerg Planning Coord,351,COMMN,7140,2977,3618,,37.2125,39.075,41.025,43.075,45.225,,,,,,,,,,,,,,,
FY13-14,3/29/2014,8208,Park Patrol Officer,790,COMMN,6250,1927,2342,0,24.0875,25.2875,26.55,27.875,29.275,,,,,,,,,,,,,,,
FY15-16,10/10/2015,1470,Svcs & Supply Asst Sprv,790,SFMTA,6425,2099,2551,,26.2375,27.55,28.925,30.375,31.8875,,,,,,,,,,,,,,,
FY15-16,10/10/2015,2770,Senior Laundry Worker,250,SFMTA,6090,1782,2166,,22.275,23.3875,24.5625,25.7875,27.075,,,,,,,,,,,,,,,
FY13-14,7/1/2013,7244,Power Plant Supervisor 1,6,COMMN,7010,2793,3396,0,34.9125,36.6625,38.5,40.425,42.45,,,,,,,,,,,,,,,
FY15-16,7/1/2015,2594,Employee Assistance Counselor,21,SFMTA,7110,2933,3566,,36.6625,38.5,40.425,42.45,44.575,,,,,,,,,,,,,,,
FY13-14,7/1/2013,6252,Line Inspector,6,COMMN,7400,3378,4106,0,42.225,44.3375,46.55,48.875,51.325,,,,,,,,,,,,,,,
FY15-16,7/1/2015,2915,Program Specialist Supervisor,535,SFMTA,7230,3108,3777,,38.85,40.7875,42.825,44.9625,47.2125,,,,,,,,,,,,,,,
FY13-14,3/29/2014,2514,Orthopedic Technician 1,250,SFMTA,6380,2053,2496,,25.6625,26.95,28.3,29.7125,31.2,,,,,,,,,,,,,,,
FY13-14,3/29/2014,7378,Tile Setter,7,SFMTA,6730,2435,2960,,30.4375,31.9625,33.5625,35.2375,37,,,,,,,,,,,,,,,
FY13-14,1/4/2014,6244,Chief Plumbing Inspector,38,SFMTA,7820,4145,5039,,51.8125,54.4,57.125,59.9875,62.9875,,,,,,,,,,,,,,,
FY14-15,10/11/2014,2940,Protective Services Worker,535,COMMN,2940D,2933,3744,,36.6625,38.5,40.425,42.45,44.575,46.8,,,,,,,,,,,,,,
FY13-14,7/1/2013,5148,Water Operations Analyst,39,COMMN,5148Y,4444,4444,0,55.55,,,,,,,,,,,,,,,,,,,
FY14-15,10/11/2014,7344,Carpenter,236,COMMN,6960,2726,3313,,34.075,35.775,37.5625,39.4375,41.4125,,,,,,,,,,,,,,,
FY14-15,10/11/2014,1932,Assistant Storekeeper,790,COMMN,5990,1698,2063,,21.225,22.275,23.3875,24.5625,25.7875,,,,,,,,,,,,,,,
FY15-16,7/1/2015,7247,Sheet Metal Wrk Supervisor 2,104,SFMTA,7680,3873,4708,,48.4125,50.8375,53.375,56.05,58.85,,,,,,,,,,,,,,,
FY13-14,1/4/2014,7420,Bridgetender,39,COMMN,7420A,2354,2354,0,29.425,,,,,,,,,,,,,,,,,,,
FY14-15,10/11/2014,3480,Farmers Market Manager,790,COMMN,6590,2274,2764,,28.425,29.85,31.3375,32.9,34.55,,,,,,,,,,,,,,,
FY13-14,1/4/2014,2310,Surgical Procedures Technician,250,COMMN,6630,2319,2819,0,28.9875,30.4375,31.9625,33.5625,35.2375,,,,,,,,,,,,,,,
FY13-14,3/29/2014,7345,Electrician,6,SFMTA,7140,2977,3618,,37.2125,39.075,41.025,43.075,45.225,,,,,,,,,,,,,,,
FY13-14,7/1/2013,2913,Program Specialist,535,COMMN,6810,2533,3080,0,31.6625,33.25,34.9125,36.6625,38.5,,,,,,,,,,,,,,,
FY13-14,1/4/2014,7358,Pattern Maker,236,COMMN,6980,2752,3346,0,34.4,36.125,37.9375,39.8375,41.825,,,,,,,,,,,,,,,
FY15-16,10/10/2015,1093,IT Operations Support Admn III,21,SFMTA,7050,2847,3460,,35.5875,37.3625,39.225,41.1875,43.25,,,,,,,,,,,,,,,
FY13-14,1/4/2014,9141,Transit Manager 2,200,SFMTA,7595,3714,4514,0,46.425,48.7375,51.175,53.7375,56.425,,,,,,,,,,,,,,,
FY14-15,7/1/2014,1662,Patient Accounts Asst Sprv,790,SFMTA,6650,2342,2847,,29.275,30.7375,32.275,33.8875,35.5875,,,,,,,,,,,,,,,
FY14-15,7/1/2014,1431,Senior Unit Clerk,250,COMMN,6410,2084,2533,,26.05,27.35,28.7125,30.15,31.6625,,,,,,,,,,,,,,,
FY14-15,7/1/2014,7388,Utility Plumber,38,COMMN,7210,3080,3744,,38.5,40.425,42.45,44.575,46.8,,,,,,,,,,,,,,,
FY13-14,7/1/2013,1958,Supervising Purchaser,21,COMMN,1958Y,3807,4627,6,47.5875,49.975,52.4625,55.0875,57.8375,59.2375,60.7375,62.2,,,,,,,,,,,,
FY13-14,7/1/2013,2930,Psychiatric Social Worker,790,SFMTA,6990,2764,3359,,34.55,36.275,38.0875,39.9875,41.9875,,,,,,,,,,,,,,,
FY13-14,7/1/2013,9118,Transit Revenue Supervisor,790,SFMTA,7030,2819,3426,0,35.2375,37,38.85,40.7875,42.825,,,,,,,,,,,,,,,
FY15-16,7/1/2015,8207,Bldg & Grounds Patrol Officer,790,SFMTA,6310,1985,2412,,24.8125,26.05,27.35,28.7125,30.15,,,,,,,,,,,,,,,
FY13-14,1/4/2014,5293,Planner 4,21,COMMN,7645,3807,4627,0,47.5875,49.975,52.4625,55.0875,57.8375,,,,,,,,,,,,,,,
FY13-14,7/1/2013,7215,General Laborer Supervisor 1,261,COMMN,6445,2120,2577,0,26.5,27.825,29.2125,30.675,32.2125,,,,,,,,,,,,,,,
FY13-14,7/1/2013,7334,Stationary Engineer,39,COMMN,7334Y,2922,2922,0,36.525,,,,,,,,,,,,,,,,,,,
FY14-15,10/11/2014,3549,Arts Program Assistant,790,COMMN,6550,2230,2711,,27.875,29.275,30.7375,32.275,33.8875,,,,,,,,,,,,,,,
FY14-15,7/1/2014,9124,Sr Transit Information Clerk,790,SFMTA-Negotiated,6510,2188,2660,,27.35,28.7125,30.15,31.6625,33.25,,,,,,,,,,,,,,,
FY14-15,10/11/2014,6231,Senior Street Inspector,21,SFMTA,7095,2910,3537,,36.375,38.2,40.1,42.1125,44.2125,,,,,,,,,,,,,,,
FY14-15,7/1/2014,1708,Senior Telephone Operator,790,COMMN,6120,1809,2199,,22.6125,23.7375,24.925,26.175,27.4875,,,,,,,,,,,,,,,
FY15-16,10/10/2015,2908,Sen Hospital Eligibility Wrkr,535,SFMTA,6785,2502,3041,,31.275,32.8375,34.475,36.2,38.0125,,,,,,,,,,,,,,,
FY14-15,10/11/2014,7345,Electrician,6,SFMTA-Negotiated,7205,3072,3734,,38.4,40.325,42.3375,44.4625,46.675,,,,,,,,,,,,,,,
FY13-14,3/29/2014,7389,Metalsmith,377,COMMN,6580,2264,2752,0,28.3,29.7125,31.2,32.7625,34.4,,,,,,,,,,,,,,,
FY13-14,1/4/2014,9147,Traf Signal Electrician Sup I,6,SFMTA,9147A (SFMTA),4372,4372,0,54.65,,,,,,,,,,,,,,,,,,,
FY15-16,7/1/2015,7210,Mobile Equipment Supervisor,3,SFMTA,7335,3273,3978,,40.9125,42.95,45.1,47.35,49.725,,,,,,,,,,,,,,,
FY12-13,7/1/2012,8247,Emergency Planning Coordinator,1,SFMTA,6905,2654,3226,,33.175,34.825,36.575,38.4,40.325,,,,,,,,,,,,,,,
FY13-14,3/29/2014,9770,Community Development Asst,790,COMMN,6340,2014,2449,0,25.175,26.4375,27.7625,29.15,30.6125,,,,,,,,,,,,,,,
FY13-14,7/1/2013,5260,Architectural Assistant 1,21,COMMN,6685,2383,2896,0,29.7875,31.275,32.8375,34.475,36.2,,,,,,,,,,,,,,,
FY14-15,7/1/2014,7392,Window Cleaner,790,SFMTA,6640,2332,2835,,29.15,30.6125,32.1375,33.75,35.4375,,,,,,,,,,,,,,,
FY14-15,10/11/2014,7313,Automotive Machinist,130,COMMN,7313D,3168,3168,,39.6,,,,,,,,,,,,,,,,,,,
FY13-14,1/4/2014,9920,Publ Svc Aide-Asst to Prof,790,COMMN,9920A,1388,1388,0,17.35,,,,,,,,,,,,,,,,,,,
FY13-14,3/29/2014,2551,Mental Hlth Treatment Spec,21,COMMN,7110,2933,3566,0,36.6625,38.5,40.425,42.45,44.575,,,,,,,,,,,,,,,
FY13-14,7/1/2013,1666,"Finance Dir, DPH",351,SFMTA,8400,5503,6688,,68.7875,72.225,75.8375,79.625,83.6,,,,,,,,,,,,,,,
FY13-14,3/29/2014,3289,Recreation Supervisor,790,COMMN,6900,2647,3217,0,33.0875,34.7375,36.475,38.3,40.2125,,,,,,,,,,,,,,,
FY13-14,7/1/2013,2458,Forensic Toxicologist,21,COMMN,2458Y,5833,7090,6,72.9125,76.5625,80.3875,84.4125,88.625,90.775,93.0625,95.3125,,,,,,,,,,,,
FY13-14,7/1/2013,4231,Senior Estate Investigator,21,COMMN,6965,2732,3320,0,34.15,35.85,37.65,39.525,41.5,,,,,,,,,,,,,,,
FY13-14,3/29/2014,7332,Maintenance Machinist,130,COMMN,6850,2582,3138,0,32.275,33.8875,35.5875,37.3625,39.225,,,,,,,,,,,,,,,
FY15-16,7/1/2015,9703,HSA Emp & Training Spec II,535,SFMTA,9703G,1994,3126,,24.925,26.175,27.4875,28.8625,30.3,31.8125,33.4,35.075,36.825,39.075,,,,,,,,,,
FY13-14,7/1/2013,H039,"Captain, Division of Training",798,COMMN (Suppression),H39Y0 (Suppression),6870,6870,,70.5339,,,,,,,,,,,,,,,,,,,
FY15-16,7/1/2015,7344,Carpenter,236,SFMTA,6960,2726,3313,,34.075,35.775,37.5625,39.4375,41.4125,,,,,,,,,,,,,,,
FY13-14,3/29/2014,1650,Accountant I,21,COMMN,6555,2236,2719,0,27.95,29.35,30.825,32.3625,33.9875,,,,,,,,,,,,,,,
FY13-14,7/1/2013,8170,Medical Claims Supervisor,790,COMMN,7010,2793,3396,0,34.9125,36.6625,38.5,40.425,42.45,,,,,,,,,,,,,,,
FY13-14,7/1/2013,1227,Testing Technician,790,SFMTA,6120,1809,2199,,22.6125,23.7375,24.925,26.175,27.4875,,,,,,,,,,,,,,,
FY13-14,3/29/2014,1094,IT Operations Support Admin IV,21,COMMN,7325,3256,3957,0,40.7,42.725,44.8625,47.1125,49.4625,,,,,,,,,,,,,,,
FY15-16,10/10/2015,2587,Health Worker 3,790,SFMTA,6505,2183,2654,,27.2875,28.65,30.0875,31.5875,33.175,,,,,,,,,,,,,,,
FY14-15,7/1/2014,7284,Utility Plumber Supervisor 2,38,SFMTA,7650,3815,4637,,47.6875,50.075,52.575,55.2,57.9625,,,,,,,,,,,,,,,
FY13-14,7/1/2013,2326,Nursing Supervisor Psychiatric,858,COMMN,2326Y,5234,7621,0,65.425,68.675,72.1125,75.7375,79.4625,81.8625,84.3,86.925,89.6125,92.4,95.2625,,,,,,,,,
FY15-16,7/1/2015,1436,Braillist,790,SFMTA,6175,1858,2258,,23.225,24.3875,25.6,26.8875,28.225,,,,,,,,,,,,,,,
FY13-14,7/1/2013,2819,Assistant Health Educator,21,SFMTA,6725,2430,2953,,30.375,31.8875,33.4875,35.1625,36.9125,,,,,,,,,,,,,,,
FY13-14,1/4/2014,7259,Water & Power Maint Sprv 1,790,SFMTA,6890,2632,3199,,32.9,34.55,36.275,38.0875,39.9875,,,,,,,,,,,,,,,
FY13-14,3/29/2014,6319,Senior Const Inspector,21,SFMTA,7425,3418,4155,,42.725,44.8625,47.1125,49.4625,51.9375,,,,,,,,,,,,,,,
FY13-14,1/4/2014,8247,Emergency Planning Coordinator,1,SFMTA,6945,2706,3289,,33.825,35.5125,37.2875,39.15,41.1125,,,,,,,,,,,,,,,
FY13-14,7/1/2013,7317,Senior Water Service Inspector,38,SFMTA,7490,3527,4286,,44.0875,46.3,48.6,51.025,53.575,,,,,,,,,,,,,,,
FY13-14,7/1/2013,7311,Cement Mason,580,SFMTA,6610,2297,2793,,28.7125,30.15,31.6625,33.25,34.9125,,,,,,,,,,,,,,,
FY13-14,7/1/2013,R625,Info Sys Supervisor (SFRA),RD3,COMMN,R625A,3859,4690,0,48.2375,50.65,53.1625,55.8375,58.625,,,,,,,,,,,,,,,
FY15-16,7/1/2015,3520,Museum Preparator,790,SFMTA,6130,1818,2209,,22.725,23.8625,25.05,26.3,27.6125,,,,,,,,,,,,,,,
FY13-14,3/29/2014,2469,Diagnostic Imaging Tech III,790,COMMN,2469B,3418,4581,0,42.725,44.8625,47.1125,49.4625,51.9375,54.525,57.2625,,,,,,,,,,,,,
FY13-14,1/4/2014,1474,Claims Process Clerk,790,COMMN,6255,1932,2348,0,24.15,25.35,26.625,27.95,29.35,,,,,,,,,,,,,,,
FY14-15,10/11/2014,7305,Metal Fabricator,130,SFMTA-Negotiated,6750,2459,2989,,30.7375,32.275,33.8875,35.5875,37.3625,,,,,,,,,,,,,,,
FY13-14,1/4/2014,2619,Senior Food Service Supervisor,790,COMMN,6440,2115,2571,0,26.4375,27.7625,29.15,30.6125,32.1375,,,,,,,,,,,,,,,
FY13-14,3/29/2014,890,Mayoral Staff X,2,COMMN,7000,2779,3378,0,34.7375,36.475,38.3,40.2125,42.225,,,,,,,,,,,,,,,
FY13-14,7/1/2013,1942,Asst Materials Coordinator,1,SFMTA,7145,2983,3626,,37.2875,39.15,41.1125,43.1625,45.325,,,,,,,,,,,,,,,
FY13-14,7/1/2013,R035,Mgmt Asst II (SFRA),RD4,COMMN,6690,2388,2902,0,29.85,31.3375,32.9,34.55,36.275,,,,,,,,,,,,,,,
